target,text,text_stem,text_lem,glove_cnn_label,glove_lstm_nn_label
1,cheers feel like one playing game funny though,cheer feel like one play game funni though,cheer feel like one playing game funny though,0.3859797,0.6105209
0,oh sad going ice cream soon,oh sad go ice cream soon,oh sad going ice cream soon,0.079439834,0.054783024
0,sounds,sound magic,sound magical,0.82078755,0.8142666
0,bummer account fake one,bummer account fake one,bummer account fake one,0.123851344,0.01970159
0,sad dog,sad dog,sad dog,0.0047602872,0.008172636
0,hooray sucks david deserves better,hooray suck david deserv better,hooray suck david deserves better,0.42074147,0.79150265
1,good flight nice flight,good flight nice flight attend,good flight nice flight,0.8909415,0.9232721
0,first started thought twitter blocking account something felt alone,first start thought twitter block account someth felt alon,first started thought twitter blocking account something felt alone,0.09429992,0.29796818
0,awwwww,awwwww,awwwww,0.60230935,0.6327222
0,sinus infection awesome,sinus infect awesom,sinus infection awesome,0.010200371,0.22423495
1,check another day play boys right,check anoth day up play boy right,check another day play boy right,0.6858169,0.88531536
1,hahaha married children gets everytime,hahaha marri children get everytim,hahaha married child get everytime,0.4881011,0.4625041
0,ugh monday season today get better,ugh monday begin hurrican season today get better,ugh monday hurricane season today get better,0.5383545,0.074179515
1,get followers day using www tweeterfollow com add everyone train pay vip,get follow day use www tweeterfollow com add everyon train pay vip,get follower day using www tweeterfollow com add everyone train pay vip,1.0,0.9999565
0,poor good night dear,poor good night dear,poor good night dear,0.6684822,0.339592
1,got right big red ftw comes dr pepper,got right big red ftw come dr pepper,got right big red ftw come dr pepper,0.00047413466,0.90677124
1,back soon,back soon,back soon,0.67236596,0.79576373
0,really really hope mama gets better,realli realli hope mama get better,really really hope mama get better,0.3819999,0.117718495
0,news hate hearing upset im upset,news hate hear upset im upset,news hate hearing upset im upset,7.7540986e-05,0.0016604032
0,miss boo,miss boo,miss boo,0.011324026,0.033603594
0,tears annoyed amp tears tears life always unfair hate tears tears,tear annoy amp tear tear life alway unfair hate tear tear,tear annoyed amp tear tear life always unfair hate tear tear,1.05978e-06,0.010043883
1,listening moon,listen rocket moon,listening rocket moon,0.99276453,0.97647005
0,workin till amp feelings,workin till amp feel,workin till amp feeling,0.19680576,0.32837903
0,pics gone,pic gone,pic gone,0.061936017,0.07346297
1,idea would release within amount time even ridiculous,idea would releas within reason amount time even ridicul,idea would release within amount time even ridiculous,0.77684915,0.32217148
1,hahaha tell people silly haha miss way,hahaha tell peopl silli haha miss way,hahaha tell people silly haha miss way,0.501244,0.3540591
0,argh want,argh want,argh want,0.016287839,0.023792116
0,forgot left window open,forgot left window open,forgot left window open,0.095322706,0.043347683
1,lots nice comments thanks,lot nice comment thank,lot nice comment thanks,0.9921599,0.99715555
1,geez sound blonde,geez sound blond,geez sound blonde,0.9681892,0.3999812
1,boyfriend pretty good feeling activity,ador boyfriend pretti good feel activ,boyfriend pretty good feeling activity,0.5948543,0.87184733
1,rocks congrats listening every day since released hope make back vancouver bc soon,rock congrat listen everi day sinc releas hope make back vancouv bc soon,rock congrats listening every day since released hope make back vancouver bc soon,0.46127832,0.9733608
1,im excited got way money left thought later think im gonna pay mac visit,im excit got way money loan left thought later think im gonna pay mac visit,im excited got way money loan left thought later think im gonna pay mac visit,0.5470293,0.63357455
1,im hungry thinking excited tour,im hungri think excit tour,im hungry thinking excited tour,0.5252148,0.7611313
1,stop caring susan boyle joy,stop care susan boyl joy,stop caring susan boyle joy,0.8917229,0.7370833
0,sunburn absolute,sunburn absolut,sunburn absolute,0.3510194,0.025963206
1,follow love donuts,follow love donut,follow love donut,0.73909354,0.96617705
1,still sore yesterday need work recovery time home use sounds good,still sore yesterday need work recoveri time home use sound good,still sore yesterday need work recovery time home use sound good,0.020076422,0.44027644
1,agree think tht see mean tweets celebs remember everyone loves ace xxx,agre think tht see mean tweet celeb rememb everyon love ace xxx,agree think tht see mean tweet celebs remember everyone love ace xxx,0.9754125,0.8402319
1,much kk,much kk,much kk,0.94707274,0.35294384
1,wave demo picture get account,wave demo spot pictur get account,wave demo picture get account,0.60281694,0.8070858
0,ride home,loooong ride home,loooong ride home,0.5290652,0.3519691
0,diet fried bomb missing guys last weeks another appt wed,diet fri bomb miss guy last week anoth appt wed,diet fried bomb missing guy last week another appt wed,0.990149,0.075201005
1,going church,go church,going church,0.8344928,0.87787044
1,sorry catch dutch,sorri catch dutch,sorry catch dutch,0.96467394,0.40759325
0,really sucks make financial ends meet hate economy,realli suck make financi end meet hate economi,really suck make financial end meet hate economy,0.00012018541,0.028106397
0,quot keep breathing quot tu en sorry,quot keep breath quot tu en sorri,quot keep breathing quot tu en sorry,0.9987355,0.24861771
1,thinks create new blog,think creat new blog,think create new blog,0.9452315,0.86610454
1,haha sorry lol btw nice meet,haha sorri lol btw nice meet,haha sorry lol btw nice meet,0.9971469,0.9306225
0,throw away favorite nail polish getting cries wearing every day months,throw away favorit nail polish get cri wear everi day month,throw away favorite nail polish getting cry wearing every day month,0.21911319,0.08974979
1,say im special,say im special,say im special,0.76531804,0.956689
0,watch please reply love,watch pleas repli love,watch please reply love,0.8232822,0.6697975
0,busy afternoon little rain april quarter normal,busi afternoon littl rain april quarter normal,busy afternoon little rain april quarter normal,0.5950663,0.2703804
0,hey want meet amp greet,hey want meet amp greet,hey want meet amp greet,0.96641135,0.81491166
0,feel special since ps instead,feel special sinc ps instead,feel special since instead,0.9032167,0.34153876
1,thought might like follow saying concerts might even manage tweet comp,thought might like follow say concert might even manag tweet comp,thought might like follow saying concert might even manage tweet comp,0.04801763,0.63438064
0,great day go tomorrow list days tired,great day go tomorrow list tend day tire,great day go tomorrow list day tired,0.3251596,0.3673059
0,yep women much easier men,yep women much easier men,yep woman much easier men,0.9190014,0.8146743
1,downloading pop,download euro pop,downloading euro pop,0.83428735,0.8729552
0,haha yeah band used cd lost,haha yeah band use cd lost,haha yeah band used cd lost,0.429245,0.31310293
0,oh see allowed,oh see allow html,oh see allowed,0.31558117,0.25933424
1,omg look delicious good luck fun tomorrow,omg look delici good luck fun tomorrow,omg look delicious good luck fun tomorrow,0.8065923,0.9676375
0,oh well fast last,oh well fast last,oh well fast last,0.33936763,0.21416485
0,called called think answer haha,call call think answer haha,called called think answer haha,0.7150212,0.7925036
1,email asking haha work quick boy,email ask haha work quick boy,email asking haha work quick boy,0.48327467,0.7814991
0,like men long dirty like animals fml,like men long dirti chew like anim fml,like men long dirty like animal fml,2.722658e-05,0.11439138
1,punk came radio work,punk came radio work,punk came radio work,0.1849137,0.4963853
0,home weekend empty house,home weekend empti hous,home weekend empty house,0.21337293,0.16012275
1,thank much money angels promise good,thank much money angel promis good,thank much money angel promise good,0.9593201,0.9338387
0,great flat tire,great flat tire,great flat tire,0.16464381,0.52406263
1,jus saying,jus say,jus saying,0.47144967,0.544401
0,sonny miss kid,sonni miss kid,sonny miss kid,0.045762297,0.058147553
1,lot food today,lot food today,lot food today,0.62444305,0.6362568
1,really wanting sister go get food,realli want sister go get food,really wanting sister go get food,0.16904603,0.08252921
1,argh man feeling better tho,sleeep argh man feel better tho,sleeep argh man feeling better tho,0.0020684148,0.059847046
0,yeah dont get ummm size women fans lol shirts bad,yeah dont get ummm size women fan lol shirt bad,yeah dont get ummm size woman fan lol shirt bad,0.956071,0.21394515
1,ann hope,ann hope,ann hope,0.8910313,0.6289991
1,sitting front porch sun shining birds singing life good,sit front porch sun shine bird sing life good,sitting front porch sun shining bird singing life good,0.5680021,0.95760214
1,thats gay name keep,that gay name keep,thats gay name keep,0.6975568,0.8379572
0,someone pour water mac work,someon pour water mac work,someone pour water mac work,0.07318555,0.09773753
1,great day walked niece bus lunch vintage cupcake fight niece ahh home,great day walk niec bus lunch vintag cupcak fight niec ahh home,great day walked niece bus lunch vintage cupcake fight niece ahh home,0.9964408,0.8803815
0,neither fun apply things get anything back,neither fun appli thing get anyth back,neither fun apply thing get anything back,0.5078553,0.31091934
0,tired going lay couch front still work,tire go lay couch front still work,tired going lay couch front still work,0.11367858,0.14014383
1,yes thank found hope feeling better fine far,yes thank found hope feel better fine far,yes thank found hope feeling better fine far,0.8601925,0.7582082
0,basically asleep day starving sigh rate never thin,basic asleep day natur starv sigh rate never thin,basically asleep day starving sigh rate never thin,0.02012686,0.035282142
0,cause,caus,cause,0.6157673,0.4235232
0,time get ready school wear,time get readi school wear,time get ready school wear,0.4702047,0.5425223
1,lol yuck tequila makes mean,lol yuck tequila make mean,lol yuck tequila make mean,0.077331685,0.62427884
0,woke phones dying bad,woke phone die bad,woke phone dying bad,0.10380812,0.06610921
0,cleaning awful fish tank craving lemon,clean aw fish tank crave lemon,cleaning awful fish tank craving lemon,0.74029386,0.02024692
0,thats kinda sad need ask lol happy early bday,that kinda sad need ask lol happi earli bday,thats kinda sad need ask lol happy early bday,0.37962598,0.20497856
1,yay machine running mint,yay machin run mint,yay machine running mint,0.990149,0.85800546
0,work im sick,work im sick,work im sick,0.0050213165,0.019826302
0,got headache,got headach,got headache,0.0039550113,0.006034143
0,tried license online failed try next weekend monday person,tri renew licens onlin fail tri next weekend monday person,tried license online failed try next weekend monday person,0.05682724,0.07311556
1,na ko na love hehe,na ko na fate love hehe,na ko na love hehe,0.96201366,0.91156477
1,ah bummer guess twitterverse live,ah bummer guess corrupt influenc spread twittervers live,ah bummer guess spreading twitterverse live,0.026579013,0.048956245
0,know feeling,know feel,know feeling,0.12837881,0.19579317
1,morning woke opened saw,morn woke open blind saw pie bird,morning woke opened blind saw,0.5492773,0.6292731
1,would like kick teeth,would like kick comcast teeth,would like kick teeth,0.50672954,0.5451588
0,think fast making confused,think fast make confus,think fast making confused,0.2375005,0.17953838
1,wow lol family oh far safe trip,wow lol famili oh far safe trip,wow lol family oh far safe trip,0.7027993,0.83784497
1,played dammit guitar hero buttons messed play real bass,play dammit guitar hero button mess play real bass,played dammit guitar hero button messed play real bass,0.6190928,0.09664864
1,tomorrow im visiting friends lunch cheer finals yay,tomorrow im visit friend lunch cheer final yay,tomorrow im visiting friend lunch cheer final yay,0.97930956,0.92996657
1,hey happy sunday,hey happi sunday,hey happy sunday,0.98577327,0.9777098
0,stomach quot friends quot trip la,stomach quot friend quot postpon trip la,stomach quot friend quot trip la,0.18417424,0.40896493
1,wondering big vision sayin,wonder big mirror effect vision sayin,wondering big mirror vision sayin,0.6197113,0.65412146
0,joey hanging morning set seconds later joey go back outside,joey hang morn set second later joey go back outsid,joey hanging morning set second later joey go back outside,0.60319537,0.40964997
0,woken yet still feels tired feels somehow one likes anymore whole world get,woken yet still feel tire feel somehow one like anymor whole world get,woken yet still feel tired feel somehow one like anymore whole world get,0.067820966,0.124491476
0,nope work problem want boot normally screen black,nope work problem want boot normal screen black,nope work problem want boot normally screen black,0.03210135,0.06727001
0,yeah lovely hurts hear calling others though fine couple days hope,yeah love hurt hear call other though fine coupl day hope,yeah lovely hurt hear calling others though fine couple day hope,0.12757084,0.5607187
0,headache went away great weekend poor oh yeah tonight finally,headach went away great weekend poor oh yeah tonight final,headache went away great weekend poor oh yeah tonight finally,0.27579004,0.23359267
1,either going give first copy lol,either go give first copi lol,either going give first copy lol,0.90478295,0.5679965
1,downloaded spotify say impressed listening years quality pretty good,download spotifi say impress listen year qualiti pretti good,downloaded spotify say impressed listening year quality pretty good,0.9062361,0.95311075
1,yawn buy one get one free come see,yawn buy one get one free rant come see,yawn buy one get one free rant come see,0.63182414,0.6985581
1,hair co like green,hair co oper like green,hair co like green,0.69024277,0.69175714
1,havent wore chuck taylor shoes years let alone hours straight im,havent wore chuck taylor shoe year let alon hour straight im stick van,havent wore chuck taylor shoe year let alone hour straight im sticking van,0.9890203,0.1587221
0,dog got way skinny bought upgraded bowl eating food hope weight back,dog got way skinni bought upgrad bowl eat food hope gain weight back,dog got way skinny bought upgraded bowl eating food hope gain weight back,0.35340485,0.5356653
1,enjoying company,enjoy compani,enjoying company,0.86225075,0.9189333
1,wow like taste bread,wow like tast bread,wow like taste bread,0.38452154,0.5593883
0,understand good dont understand gods sake dont tell unfollow,understand good dont understand god sake dont tell unfollow,understand good dont understand god sake dont tell unfollow,0.09009886,0.30244282
0,vegas july,vega juli,vega july,0.5809204,0.6204062
1,good morning half way wednesday good day far,good morn half way wednesday good day far,good morning half way wednesday good day far,0.8038655,0.9207479
1,found laughing jack dee christ must depressed,found laugh jack dee christ must depress,found laughing jack dee christ must depressed,0.039641682,0.21526508
1,make sure keep closet till see team year good,make sure keep cowboy jersey closet till see team year good,make sure keep jersey closet till see team year good,0.57312554,0.89229625
1,kind enough share downloaded app,kind enough share download app,kind enough share downloaded app,0.6493729,0.583603
1,one thing time lol,one thing time lol,one thing time lol,0.6588564,0.64079463
0,search follow think may need get bbq sauce,search follow think may need get bbq sauc,search follow think may need get bbq sauce,0.21698947,0.72543794
0,new coat smells like smoke,new coat smell like smoke,new coat smell like smoke,0.7636675,0.4702525
0,today ita cold rainy outside real stay home hide blanket day,today ita cold raini outsid real stay home hide blanket day,today ita cold rainy outside real stay home hide blanket day,0.00085968786,0.14015697
1,wow go sun one moment feel like chicken,wow go sun one moment feel like roast chicken,wow go sun one moment feel like chicken,0.3577317,0.47730562
0,ugh game,ugh game cast,ugh game,0.05245031,0.02265595
0,city driving easily make go insane stay couple days,citi drive easili make go insan stay coupl day,km city driving easily make go insane stay couple day,0.44614977,0.4288615
0,never anyone get tee forever think hilarious,never anyon get tee forev explain think hilari,never anyone get tee forever think hilarious,0.59222174,0.8084528
0,really want go home,realli want go home,really want go home,0.031385787,0.008094645
0,amazing loving kicked internet got watch,amaz love kick yt internet got shape watch,amazing loving kicked yt internet got watch,0.6392029,0.81925666
1,forgot mouse,forgot mous,forgot mouse,0.08207223,0.103283376
1,love robert jr always hugh good looking,love robert jr alway hugh good look,love robert jr always hugh good looking,0.76035935,0.8861119
0,want go toe bed,want go toe bed,want go toe bed,0.12374289,0.039679218
1,waiting luv amp family solid folk per years ago great team,wait luv amp famili solid folk per assist year ago great team,waiting luv amp family solid folk per year ago great team,0.9949486,0.94450736
0,looks like rain,look like rain,look like rain,0.15004762,0.07960571
1,beautiful sunrise ever inspiration plus get enjoy breakfast coffee,beauti sunris ever inspir plus get enjoy breakfast coffe,beautiful sunrise ever inspiration plus get enjoy breakfast coffee,0.94942,0.90587705
1,going church love sundays,go church love sunday,going church love sunday,0.67920583,0.94557816
0,trapped thunder storm dog,trap thunder storm dog,trapped thunder storm dog,0.42728275,0.049245484
0,wayyy much money spent enough summer,wayyy much money spent enough summer,wayyy much money spent enough summer,0.34809524,0.22141814
0,woke im still tired cant get back sleep wrong,woke im still tire cant get back sleep wrong,woke im still tired cant get back sleep wrong,0.034495957,0.032308012
1,revising,revis,revising,0.028664494,0.17472859
1,looks like girls force today via,look like girl forc today via,look like girl force today via,0.8333813,0.83437604
0,hate closing,hate close,hate closing,0.005906453,0.027955636
0,trying wake ahh im soo tired,tri wake ahh im soo tire,trying wake ahh im soo tired,0.0027708549,0.074765116
1,twins,twin,twin,0.87907404,0.8123618
1,finally home cold saturday morning hope could get sleep,final home cold saturday morn hope could get sleep,finally home cold saturday morning hope could get sleep,0.24737974,0.24184786
0,transformers king cinema star trek gone poor watched yet,transform king cinema star trek gone poor watch yet,transformer king cinema star trek gone poor watched yet,0.0001291494,0.024482688
0,suffering writing writing writing fingers amp wrist amp swollen pass please,suffer write write write finger curl amp wrist stiff amp swollen pass pleas,suffering writing writing writing finger amp wrist amp swollen pas please,0.0010189596,0.2190605
0,outta gotta wait til next week get booo,outta gotta wait til next week get booo,outta gotta wait til next week get booo,0.4499312,0.16755643
0,miss,miss,miss,0.06592389,0.06566225
0,hey world tour soon concerts us,hey world tour soon concert us,hey world tour soon concert,0.7663436,0.9138912
1,ah know plan hehe think stay night sleep extra good tomorrow,ah know plan hehe think stay night sleep extra good tomorrow,ah know plan hehe think stay night sleep extra good tomorrow,0.9568042,0.92226624
1,almost pm va means almost time go,almost pm va mean almost time go,almost pm va mean almost time go,0.11386873,0.42334476
0,hey told wed sat last home game,hey told wed sat last home game,hey told wed sat last home game,0.67349625,0.5119303
1,walking house sober yay oh yeah note self grind harder right,walk hous sober yay oh yeah note self grind harder grind right,walking house sober yay oh yeah note self grind harder right,0.14286126,0.7796187
1,wasting time computer lunch break,wast time comput lunch break,wasting time computer lunch break,0.8132722,0.24313255
1,get prayer pass picnic got studying sigh twitpic stuff,get prayer pass picnic got studi sigh twitpic stuff,get prayer pas picnic got studying sigh twitpic stuff,0.99440926,0.15257335
1,love name haha yay,love name haha yay hamster,love name haha yay hamster,0.99503857,0.97712225
0,got full day today sure going work,got full day today sure go work,got full day today sure going work,0.36890915,0.22205111
1,go follow please thank,go follow pleas thank,go follow please thank,0.9723646,0.97570634
1,yeah exactly fans haters know wat wat dnt even care anymore know truth,yeah exact fan hater know wat wat dnt even care anymor know truth,yeah exactly fan hater know wat wat dnt even care anymore know truth,0.046346173,0.45798174
0,amazing service feels awful,amaz servic feel aw,amazing service feel awful,0.019421928,0.07294276
1,sun shining spring air became fan susan boyle,sun shine spring air becam fan susan boyl,sun shining spring air became fan susan boyle,0.27804217,0.94641626
0,ahh nothing remembering stuff happened,ahh noth rememb stuff happen,ahh nothing remembering stuff happened,0.10969146,0.11172281
0,sorry hear,sorri hear,sorry hear,0.020192154,0.010116149
0,account screwed,account screw,account screwed,0.020147521,0.12139649
0,feeling want go,feel want go,feeling want go,0.039694738,0.04517374
0,wanted mean age matters,want mean age matter,wanted mean age matter,0.3850205,0.42708614
0,head hurts beyond much,head hurt beyond much,head hurt beyond much,0.038321305,0.046885416
0,looks like back weather ny tomorrow drop rain last two days ny,look like back weather ny tomorrow temperatur drop rain last two day ny,look like back weather ny tomorrow temperature drop rain last two day ny,0.018043833,0.06525887
0,yeah thought going free unlimited texts,yeah thought go free unlimit text,yeah thought going free unlimited text,0.5728347,0.68238956
1,also getting caught mother quick thinking hr,also get caught mother invent quick think offer excus hr,also getting caught mother quick thinking offer excuse hr,0.2245379,0.38049752
0,tried figure ended info friendly,tri figur end info friend,tried figure ended info friendly,0.16279817,0.43597585
0,ie bug fixing saturday afternoon anyone help bug,ie bug fix saturday afternoon anyon help float bug,ie bug fixing saturday afternoon anyone help bug,0.34701163,0.27382556
0,austin tonight,austin tonight,austin tonight,0.54784983,0.7513947
1,excited massage today spa,excit massag today spa,excited massage today spa,0.9963343,0.9658252
1,dont anymore gave bro getting week excited twitterberry,dont anymor gave bro get week excit twitterberri,dont anymore gave bro getting week excited twitterberry,0.6704438,0.6985801
0,facebook working,facebook work,facebook working,0.32750595,0.19726606
1,site fans gettin workin makin stuff,site fan gettin workin makin interact stuff,site fan gettin workin makin stuff,0.41119465,0.7873351
1,laughed loud bus reading statement people moved away,laugh loud bus read statement peopl move away,laughed loud bus reading statement people moved away,0.798967,0.38594368
1,lucy going london see jonas brothers xo,heey luci go london see jona brother xo,lucy going london see jonas brother xo,0.45775232,0.923554
1,nice thin many sex scenes though,hah nice thin mani sex scene though,nice thin many sex scene though,0.6516189,0.64756346
0,may th,may th,may th,0.7482622,0.67097545
0,dont think soo,dont think soo,dont think soo,0.16067353,0.17774828
0,give tix coldplay due wedding sad idea,give tix coldplay due wed sad idea,give tix coldplay due wedding sad idea,0.003320805,0.02484707
0,heading outside hating fact sunday,head outsid hate fact sunday,heading outside hating fact sunday,0.79397225,0.3284934
0,wish,wish,wish,0.08320586,0.17416996
0,got solid hours sleep thanks feeling hot morning though surgery tomorrow,got solid hour sleep thank feel hot morn though surgeri tomorrow,got solid hour sleep thanks feeling hot morning though surgery tomorrow,0.40829697,0.200818
1,hanging,hang natali,hanging natalie,0.7817669,0.932878
0,cant picture always says big,cant pictur alway say big,cant picture always say big,0.3120034,0.1815912
0,well least home lazy day hopefully even tomorrow,well least home lazi day hope even tomorrow,well least home lazy day hopefully even tomorrow,0.49922028,0.6292299
1,hahaha could next hugh,hahaha could next hugh,hahaha could next hugh,0.9154593,0.7986601
1,mmmmm cap cap crunch,mmmmm cap cap crunch berri,mmmmm cap cap crunch berry,0.996944,0.8455029
1,graduation day finally,graduat day final,graduation day finally,0.9689229,0.889697
0,love super bored ahhhh lol,love super bore ahhhh lol,love super bored ahhhh lol,0.55185914,0.5990646
0,um im person alive,um im person aliv,um im person alive,0.44320142,0.5199998
1,greatest th wedding anniversary night tonight games watch wife romantic,greatest th wed anniversari night tonight playoff game watch wife romant,greatest th wedding anniversary night tonight playoff game watch wife romantic,0.8668321,0.96895355
0,nope saw vid kinda crying press conference plus still heartbroken match,nope saw vid kinda cri press confer plus still heartbroken match,nope saw vid kinda cry press conference plus still heartbroken match,0.00010998957,0.042183954
1,ad guys handle want receive via email anyone tried,ad advertis guy handl want receiv via email hassl anyon tri,ad guy handle want receive via email anyone tried,0.8787059,0.6984707
1,great answer quick wit good,great answer quick wit good,great answer quick wit good,0.94618654,0.9451721
1,quot everyone one special thing quot guy sets record longest word quot fresh quot,quot everyon one special thing quot guy set record longest word quot fresh quot,quot everyone one special thing quot guy set record longest word quot fresh quot,0.9997042,0.88284075
1,fun things morning get sleep till omg,fun thing morn get sleep till omg,fun thing morning get sleep till omg,0.39295337,0.6827649
1,ok great bad boy enjoyed,ok great bad boy enjoy,ok great bad boy enjoyed,0.94056976,0.7637353
1,well done mtv movie awards mind ya twilight awesome film,well done mtv movi award mind ya twilight awesom film,well done mtv movie award mind ya twilight awesome film,0.99454135,0.9861734
1,think finally guess even future,think final guess resort even sarcasm futur,think finally guess even future,0.81920314,0.79790974
0,raining wanna go play get wet lmao,rain wanna go play get wet lmao,raining wanna go play get wet lmao,0.04934911,0.069569424
0,made go message got text message go playing,made go messag alert got text messag go play,made go message alert got text message go playing,0.46860826,0.5251912
1,congrats,congrat,congrats,0.98503256,0.99869233
0,omg hot house,omg hot hous,omg hot house,0.5144485,0.21533975
1,yayy,yayi,yayy,0.60230935,0.6327222
0,aww open yet makes sad panda,aww open yet make sad panda,aww open yet make sad panda,4.65281e-05,0.0037512914
0,hope everything get better,hope everyth get better,hope everything get better,0.63880163,0.457972
1,blue sky day week wales complaining,blue sky day week wale complain,blue sky day week wale complaining,0.06073063,0.6770175
1,well said understand clearly especially,well said understand clear especi,well said understand clearly especially,0.81284744,0.82058
0,weekend almost want go home,weekend almost want go home,weekend almost want go home,0.116477646,0.038257018
0,incredibly bored,incred bore,incredibly bored,0.16224115,0.09884804
0,hey awww live gt,hey awww live gt,hey awww live gt,0.19052324,0.21549118
0,idea panda express mall want,idea panda express mall want,idea panda express mall want,0.18666989,0.26633152
1,goin bed peace six flags tomorrow,goin bed peac six flag tomorrow,goin bed peace six flag tomorrow,0.6541534,0.8624418
0,love mexico shame fire,love mexico shame fire,love mexico shame fire,0.057337552,0.2710823
0,wat rainy day mad depressing,wat raini day mad depress,wat rainy day mad depressing,0.00016668599,0.017266
1,well seems working followers go long left,well seem work follow go long left,well seems working follower go long left,0.051134687,0.1840362
1,dinner,dinner,dinner,0.60230935,0.7643173
1,say probably crap running,say probabl crap run,say probably crap running,0.3731098,0.3351406
0,flew side lake,flew side lake,flew side lake,0.6369002,0.7877107
0,almost text friend meet,almost text friend meet,almost text friend meet,0.90274245,0.7969674
0,cant find anyone twitter,cant find anyon twitter,cant find anyone twitter,0.03384788,0.033345714
1,forget quot change even change better always quot press,forget quot chang even chang better alway quot press,forget quot change even change better always quot press,0.89300174,0.7121847
1,park twin theatre,park twin theatr,park twin theatre,0.8179909,0.88397473
1,eurovision winner,eurovis winner,eurovision winner,0.9966827,0.8725364
0,hey hey thats nice happened,hey hey that nice happen,hey hey thats nice happened,0.27099228,0.25534472
1,safe trip back home great seeing friday night stranger ok,safe trip back home great see friday night stranger ok,safe trip back home great seeing friday night stranger ok,0.96135217,0.79913867
0,money,money,money,0.5095775,0.32330537
1,heard little half hour program day cool see,heard littl half hour program day cool see,heard little half hour program day cool see,0.82491577,0.71981233
1,exciting times wt yay emma rocks,excit time submit wt yay emma rock meg,exciting time wt yay emma rock meg,0.99573463,0.98297083
1,life definitely vampire,life definit vampir,life definitely vampire,0.4629499,0.8236891
1,still one another friend needs one lt forever,still one anoth friend need one lt forev,still one another friend need one lt forever,0.18298605,0.37002543
1,aw shucks well ahead game get cast right think neck neck neck,aw shuck well ahead game get cast right think neck neck neck,aw shuck well ahead game get cast right think neck neck neck,0.0025947627,0.20924653
1,totally reminded link posted awhile back,total remind link post awhil back,totally reminded link posted awhile back,0.5981759,0.74057424
1,call contact high,call contact high,call contact high,0.5890782,0.59425455
0,finally done coursework exams get summer starts,final done coursework exam get summer start,finally done coursework exam get summer start,0.5407044,0.5089621
1,hmm la,hmm la,hmm la,0.4742813,0.57227886
0,fuck saturday night traffic bay bridge,fuck saturday night traffic bay bridg,fuck saturday night traffic bay bridge,0.1220662,0.16275878
1,goin bed goodnight everyone,goin bed goodnight everyon,goin bed goodnight everyone,0.92921567,0.9506111
0,morning bob open ur link,morn bob open ur link,morning bob open ur link,0.9946045,0.9251835
0,sunburnt gutted hope,sunburnt gut hope fade,sunburnt gutted hope,3.864149e-08,0.013203964
0,need haha swim,need haha swim,need haha swim,0.83996487,0.5394427
1,thank,thank,thank,0.9876918,0.97294194
1,possibly dude never heard last week possibly,possibl dude never heard last week possibl,possibly dude never heard last week possibly,0.20712657,0.3996183
0,lastnight eyes nose bad cough,lastnight eye runni nose bad cough,lastnight eye runny nose bad cough,0.0009831627,0.042204075
0,ugh know maybe twitter hates face,ugh know mayb twitter hate face,ugh know maybe twitter hate face,0.0014150848,0.008689817
1,going get amazing black friend,go get convers amaz black friend,going get amazing black friend,0.98989165,0.90655136
1,federer wins french open record gs tennis,feder win french open equal record gs tenni,federer win french open equal record tennis,0.054649066,0.7404165
1,ooh thank may take beats driving way,ooh thank may take beat drive way,ooh thank may take beat driving way,0.9318379,0.92397285
0,need really good night like wants something weekend,need realli good night like want someth weekend,need really good night like want something weekend,0.6219195,0.438523
1,like reviews always make,like review alway make,like review always make,0.80635846,0.62104887
1,kinda hungry waiting lunch,kinda hungri wait lunch,kinda hungry waiting lunch,0.08140763,0.3704665
1,roommate gone away ball definitely going naked next hours,roommat gone away ball definit go nake next hour,roommate gone away ball definitely going naked next hour,0.13738708,0.262592
0,jack glad leg getting better sad paul gone back newcastle,jack glad leg get better sad paul gone back newcastl,jack glad leg getting better sad paul gone back newcastle,0.0040986678,0.062787525
0,home sick little boy,home sick littl boy,home sick little boy,0.15061997,0.064163595
0,wanna karaoke instead get go work,wanna karaok instead get go work lame,wanna karaoke instead get go work,0.09505016,0.09309162
0,finished one exams came home revise next one tomorow,finish one exam came home revis next one tomorow,finished one exam came home revise next one tomorow,0.67966974,0.34892187
0,man coming today fix obviously finished reading harry potter series comes depression,man come today fix obvious finish read harri potter seri come depress,man coming today fix obviously finished reading harry potter series come depression,0.9151677,0.15704595
0,stupid,stupid,stupid,0.19840495,0.123567045
1,fair enough pretty opportunity,fair enough pretti equal opportun,fair enough pretty equal opportunity,0.7282635,0.88457966
1,looking forward another semi day church lazy afternoon old man leaves road trip,look forward anoth semi day church lazi afternoon old man leav road trip,looking forward another semi day church lazy afternoon old man leaf road trip,0.469565,0.16657396
0,dont,dont,dont,0.1345034,0.16136399
0,coming coming monday miss go crazy spend another art class alone,come come monday miss go crazi spend anoth art class alon,coming coming monday miss go crazy spend another art class alone,0.046487052,0.095918626
0,unfortunately listen anything live south africa oh well nice concept though,unfortun listen anyth live south africa oh well nice concept though,unfortunately listen anything live south africa oh well nice concept though,0.4469603,0.2020482
1,watching boys flowers,watch boy flower,watching boy flower,0.9424987,0.94466436
1,back later hope everyone good day,back later hope everyon good day,back later hope everyone good day,0.8615525,0.9648492
0,going house worst headache ever,go hous worst headach ever,going house worst headache ever,0.062247287,0.008423661
